date,title,ID
10/25/2017 11:45,Billet import prices dip in SE Asia ,7598
10/25/2017 10:59,Crude stainless steel output rises in first-half 2017 ,7599
10/25/2017 10:35,Anglo American lowers third-quarter Brazilian iron ore output  ,7600
10/25/2017 10:26,Increased steel output drives manganese demand says Eramet  ,7601
10/25/2017 10:09,Taiwanese container scrap market lifts ,7602
10/25/2017 10:00,Gestamp continues to increase profit in third quarter ,7603
10/25/2017 9:13,Mexico`s Simec increases profits  ,7604
10/25/2017 8:09,Rebar import market in Singapore remains flat  ,7605
10/25/2017 7:54,Rockcheck hopes to save millions with intelligent manufacturing  ,7606
10/25/2017 6:47,Fangda Special Steel sees profits soar ,7607
10/25/2017 5:50,Shangtai adds 1 million tonnes/year stainless steel capacity  ,7608
10/25/2017 4:13,Shagang estimates 10-year high for scrap purchase volume ,7609
10/25/2017 3:52,Hegang profits surge in first nine months  ,7610
10/24/2017 21:43,UK energy firms seek carbon floor price clarity ,7611
10/24/2017 21:09,"Italian scrap market quietens, prices stabilise ",7612
10/24/2017 21:03,Marcegaglia boosts production and profitability ,7613
10/24/2017 18:39,US truck tonnage gears down in September  ,7614
10/24/2017 18:32,Ferroalloy prices cut into Allegheny profits  ,7615
10/24/2017 18:01,Port of Houston expands capacity  ,7616
10/24/2017 17:36,Schnitzer returns to profit in fiscal 2017 ,7617
10/24/2017 17:02,SÃ¼lzle opens rebar bending facility in Lower Saxony ,7618
10/24/2017 16:52,Sail must fulfil rail supply commitments: steel minister ,7619
10/24/2017 16:46,Alpha completes coal divestiture  ,7620
10/24/2017 16:36,PDO sources pipe from new Sohar seamless plant ,7621
10/24/2017 16:19,"Kumba raises shipments, revises upward 2017 sales guidance ",7622
10/24/2017 16:10,Steel steady as supply-side reform enters constitution ,7623
10/24/2017 16:06,Iron ore holds as Grange Resources looks forward ,7624
10/24/2017 16:01,Russia leads Turkey's August CR flats imports rise ,7625
10/24/2017 15:54,German scrap prices fall sharply in October ,7626
10/24/2017 15:24,"Electrode prices seen growing further, inputs a concern ",7627
10/24/2017 15:06,Brazilian distributors` flat product sales increase in September ,7628
10/24/2017 15:01,Gunung commissions CRC mill ,7629
10/24/2017 15:00,"Lower prices, shipments dent Qatar Steel's nine-month revenue ",7630
10/24/2017 14:15,Steel truck blocks autobahn as road shipments increase ,7631
10/24/2017 13:36,HBIS Serbia exports surge 82% in January-August ,7632
10/24/2017 13:32,Europe drives Turkey's August HR flats exports decline  ,7633
10/24/2017 13:29,Pakistan imposes five-year AD duty on Chinese rebar ,7634
10/24/2017 13:26,â€‹Spanish automotive production and exports remain low ,7635
10/24/2017 12:48,Celsa monitors evolution of Catalonia crisis ,7636
10/24/2017 12:45,"Dongbu's Iran deal in danger, sources suggest ",7637
10/24/2017 12:05,Moodyâ€™s sees European steel sector outlook as stable ,7638
10/24/2017 11:53,Firm HRC import offers support South Europe sentiment ,7639
10/24/2017 11:48,Formosa offers HRC to Vietnamese domestic market ,7640
10/24/2017 10:47,ArcelorMittal to reduce workforce at Spanish sections mill ,7641
10/24/2017 9:51,Danieli wins ArcelorMittal Brasil slab caster contract ,7642
10/24/2017 9:26,ArcelorMittal Brazil highlights annual production targets ,7643
10/24/2017 9:14,"Nickel consumption rises, stainless output to reach record ",7644
10/24/2017 8:49,Latin American crude steel production continues to rise ,7645
10/24/2017 6:33,Hunan Valin posts improved results over January-September ,7646
10/24/2017 5:40,Hebei announces steel industry emission permit system completion  ,7647
10/24/2017 5:05,Tangshan halts production at some sinter lines ,7648
10/24/2017 4:50,Feng Hsin hikes rebar and scrap prices ,7649
10/24/2017 4:31,Jianlong leases Aâ€™cheng furnace to produce steel semis ,7650
10/24/2017 3:49,Bayi produces more steel and returns to profit  ,7651
10/23/2017 21:25,US raw steel production slips on week  ,7652
10/23/2017 19:16,US plate mills eye raw material increase ,7653
10/23/2017 17:55,Tosyali Toyo puts flat steel plant in operation ,7654
10/23/2017 17:14,Turkish HR flats imports flatten in August ,7655
10/23/2017 17:10,Turkey's iron ore imports rebound in August ,7656
10/23/2017 16:32,Iron ore slides despite BNP Paribas optimism ,7657
10/23/2017 16:31,US sheet increases firm up price floor  ,7658
10/23/2017 16:26,Voestalpine pledges â‚¬650m investment in long products ,7659
10/23/2017 16:25,"Turkish CRC, HDG prices stabilise, fall expected ",7660
10/23/2017 16:11,ArcelorMittal expresses interest in Bhushan Steel: reports ,7661
10/23/2017 15:49,"UAE's Q1 ferrous imports decline, China top supplier ",7662
10/23/2017 15:38,Nordwest Handel upgrades service and branding ,7663
10/23/2017 15:25,Typhoon Lam hits Japanese car production ,7664
10/23/2017 15:18,Turkish coil import prices from CIS decline ,7665
10/23/2017 14:08,"Evraz ZSMK to sell rebar in Poland, Holland ",7666
10/23/2017 13:57,Bangladesh's PHP Family receives HKC ship recycling compliance ,7667
10/23/2017 13:41,"Iran, UAE spur strong Mid-East September output growth ",7668
10/23/2017 13:08,Chinese real estate data shows mixed market ,7669
10/23/2017 12:12,Stainless tubes outlook improves ,7670
10/23/2017 11:46,Justo Pietri returns to Sidor's presidency ,7671
10/23/2017 11:34,"Deadline for Aferpi approaching, JSW confirms interest ",7672
10/23/2017 11:26,European welded tube discounts to fall ,7673
10/23/2017 10:59,Chinese steel futures down as speculator sentiment weakens ,7674
10/23/2017 10:53,Peru's JMP to start Pampa project in 2018 ,7675
10/23/2017 10:29,Algeria could become steel exporter by 2020 ,7676
10/23/2017 9:19,"ArcelorMittal files commitments on Ilva, EC postpones deadline ",7677
10/23/2017 7:46,Guangdong issues 'legal' induction furnace lists ,7678
10/23/2017 6:37,Chonggang re-runs assets auction with lower start price ,7679
10/23/2017 5:49,China pushes environmental taxation system ,7680
10/23/2017 4:29,Chinese steelmakers resume production ,7681
10/23/2017 3:57,Chinese steelmakers hold or lower construction steel prices ,7682
10/22/2017 17:06,Medallion announces open season for new Texas pipeline ,7683
10/22/2017 11:00,UK investment in manufacturing slows in 2017: EEF ,7684
10/22/2017 9:35,Iron ore rebounds on buying activity ,7685
10/20/2017 20:48,US OCTG prices hold - for now ,7686
10/20/2017 18:53,US adds construction jobs in September  ,7687
10/20/2017 18:34,"US rigs fall 15, Canada down 10 ",7688
10/20/2017 17:00,ArcelorMittal Temirtau to raise steelmaking capacity  by 2020 ,7689
10/20/2017 16:42,ArcelorMittal Poland begins new HRC grade production ,7690
10/20/2017 15:57,TMK American division shipments grow  ,7691
10/20/2017 15:51,Cleveland-Cliffs nabs third quarter profit  ,7692
10/20/2017 15:38,"Qatar Steel sells 50,000t billet to Indonesia: sources ",7693
10/20/2017 15:31,CIS coil export prices slip further ,7694
10/20/2017 14:55,"Turkish domestic, export HRC prices soften ",7695
10/20/2017 14:35,Chinese HRC rebounds on strong domestic trading ,7696
10/20/2017 14:15,Chinese rebar recovers slightly with mixed outlook ,7697
10/20/2017 14:14,Improved productivity raises Vale Oman third-quarter pellet output ,7698
10/20/2017 14:00,"Indian scrap generation, imports seen rising ",7699
10/20/2017 13:26,TMK sees strong Russian fourth-quarter OCTG demand ,7700
10/20/2017 13:15,Spanish rebar prices decline ,7701
10/20/2017 12:20,Hyundai maintains bid prices for Japanese scrap ,7702
10/20/2017 12:08,"Atlas Iron cash positive, fights for profit ",7703
10/20/2017 12:06,Japanese steel output firms in September ,7704
10/20/2017 12:02,Vietnamese HRC import market inches upwards ,7705
10/20/2017 11:52,Italian plate prices weaken slightly ,7706
10/20/2017 11:42,Colombian crude steel production falls to 15-month low ,7707
10/20/2017 11:25,Bangladesh steel demand growth seen at 10% ,7708
10/20/2017 11:23,European tube market remains becalmed ,7709
10/20/2017 10:54,PSA to boost vehicle production in France ,7710
10/20/2017 10:45,Mughal expects to complete capacity expansion by mid-2018 ,7711
10/20/2017 9:05,Manila billet finds support from China's paper market ,7712
10/20/2017 5:56,China's steel industry profits double over January-August ,7713
10/20/2017 5:45,Handan details steel plants' restriction arrangement  ,7714
10/20/2017 4:19,Shanxi Jianlong turns a profit over January-August. ,7715
10/20/2017 3:57,Sangang Minguang to purchase San'an Iron & Steel  ,7716
10/19/2017 18:31,Steel Dynamics holds the line in third quarter ,7717
10/19/2017 18:23,SSAB Americas shifts from Chicago to Mobile ,7718
10/19/2017 17:43,Energy costs rise for Nucor in third quarter ,7719
10/19/2017 17:39,Nucor looks forward to first quarter market boost ,7720
10/19/2017 17:30,Nucor supports US sheet hike ,7721
10/19/2017 16:50,Iron ore slides but Cairns plans capacity expansion ,7722
10/19/2017 16:48,"Lower Turkish scrap prices consolidate, rebar exports rebound ",7723
10/19/2017 16:39,Turkey's billet imports halve on-year in August ,7724
10/19/2017 16:34,Kardemir obtains TSI certification for hardened rails ,7725
10/19/2017 15:59,Indian stainless steel recycling potential seen growing ,7726
10/19/2017 15:37,Tubular production surges at Evraz NA ,7727
10/19/2017 15:34,"Scrap balancing after bottoming out, says BIR ",7728
10/19/2017 15:12,"Insteel sees sales, profits fall on year ",7729
10/19/2017 15:01,Vale continues to break iron ore/pellet production records  ,7730
10/19/2017 13:25,Evraz foresees increased fourth-quarter production after semis surge ,7731
10/19/2017 13:09,Chinese real estate activity slows further in September ,7732
10/19/2017 12:36,Steel slides on China data ,7733
10/19/2017 12:07,Aceros Arequipa extends assessment period for acquiring Tradi ,7734
10/19/2017 12:01,"Italian flats' market quietens, although price hikes expected  ",7735
10/19/2017 11:59,Gerdau declines to comment on reported US divestment ,7736
10/19/2017 11:55,Severstal expects strong fourth quarter after profit rebound ,7737
10/19/2017 11:53,AutlÃ¡n increases profit and sales in third quarter ,7738
10/19/2017 11:41,Ilva workers strike over potential job losses ,7739
10/19/2017 11:38,Chinese steel output and demand disappoint in September ,7740
10/19/2017 11:27,Esfahan Steel's six-month exports surge 89% ,7741
10/19/2017 11:08,"Hoa Phat output, profits jump ",7742
10/19/2017 11:04,Japanese exports weaken in September ,7743
10/19/2017 10:27,European stainless flats' prices see rising trend ,7744
10/19/2017 9:08,"Singapore, Manila longs' import markets slide ",7745
10/19/2017 8:07,Chonggang auction ends with no bids ,7746
10/19/2017 7:46,"Tangshan further restricts steel, coke production and transportation ",7747
10/19/2017 6:54,Jianglong Group leads Beiman Special Steel restructure  ,7748
10/19/2017 6:18,Zhongjin to add more stainless cold-rolling capacity ,7749
10/19/2017 4:27,Chinese mills estimate positive third quarter results  ,7750
10/18/2017 23:02,Scotland launches world's first floating wind farm ,7751
10/18/2017 22:15,Fires singe Universal's third quarter profits  ,7752
10/18/2017 22:03,worldsteel elects new chairman ,7753
10/18/2017 20:45,USW pushes White House to remember workers ,7754
10/18/2017 19:46,ArcelorMittal USA sets new minimum sheet prices ,7755
10/18/2017 17:24,Turkey's August scrap imports rise on EU-origin supplies ,7756
10/18/2017 16:51,"Kardemir reopens rebar, billet pricing ",7757
10/18/2017 16:28,Iron ore quiet as forecasts darken ,7758
10/18/2017 16:22,US SEC files lawsuit against Rio Tinto ,7759
10/18/2017 16:10,Architectural billings fall in September  ,7760
10/18/2017 16:06,"Project slowdown, competition curtail Yamamah Steel shipments, profitability ",7761
10/18/2017 15:54,AMSteel to operate King Abdullah Port bulk terminal ,7762
10/18/2017 15:06,Brazilian steel imports/exports rise again in September ,7763
10/18/2017 15:02,India imposes definitive China/EU PPGI anti-dumping duty ,7764
10/18/2017 14:44,Brazil`s 9-month steel production and consumption increase ,7765
10/18/2017 14:24,'Ill-connected' steelmakers must rethink innovation strategies: Cambridge professor ,7766
10/18/2017 13:36,"China, Eurozone risks threaten global economic recovery: Bootle ",7767
10/18/2017 13:25,Mexico extends protection period against Chinese steel imports ,7768
10/18/2017 13:09,BHPB iron ore output drops but guidance steady ,7769
10/18/2017 13:07,"China outlines future, but steel futures fall ",7770
10/18/2017 12:49,Problems remain at Badische following Rastatt tunnel opening ,7771
10/18/2017 11:19,European stainless steel alloy surcharges increase ,7772
10/18/2017 11:03,Italian pig iron prices may see slight rebound ,7773
10/18/2017 10:11,SE Asian slab market softens after September's peak ,7774
10/18/2017 10:01,Italian crude steel output increases in September ,7775
10/18/2017 8:23,"Valin, Liugang estimate positive third-quarter earnings  ",7776
10/18/2017 8:14,Hebei authorities disgrace Xingtai for environmental issues  ,7777
10/18/2017 7:24,Chinese shipbuilding activity rebounds in September  ,7778
10/18/2017 5:59,Hebei province completes steel sector workforce resettlement  ,7779
10/18/2017 4:43,Hebei updates private steelmakers profits' ranking  ,7780
10/18/2017 4:02,Shaanxi releases steel capacity cut target ,7781
10/17/2017 21:29,Saudi Arabia fully enforces new HDG/PPGI quality standards ,7782
10/17/2017 20:55,NLMK grows sales on strong steelmaking capacity utilisation ,7783
10/17/2017 20:42,Optima bankruptcy plan recieves approval  ,7784
10/17/2017 17:46,US DOC to reinstate Indian stainless bar duties  ,7785
10/17/2017 17:17,European distribution shipments increase again in August ,7786
10/17/2017 17:01,ArcelorMittal Ostrava contracts SMS for bloom caster mould ,7787
10/17/2017 16:57,EU drives Turkey's scrap imports' rise over January-August ,7788
10/17/2017 16:56,Ferroalloy prices trouble ATI flat-rolled division  ,7789
10/17/2017 16:49,Triple/S names new president  ,7790
10/17/2017 16:30,ETS will raise CO2-heavy EU imports: Van Poelvoorde ,7791
10/17/2017 15:38,Iron ore prices slide as Rio output jumps ,7792
10/17/2017 15:11,German rebar price variation continues to perplex market ,7793
10/17/2017 14:21,Vietnamese steel demand growth still sizzles ,7794
10/17/2017 14:20,"Apollo wins investment, technology for tube mill ",7795
10/17/2017 14:18,Chinese steel slips ahead of speculative week ,7796
10/17/2017 14:06,"Oil, geopolitics hamper MENA demand, 2018 rebound foreseen ",7797
10/17/2017 13:28,"Economic growth recovering, but trade needs boost: OECD ",7798
10/17/2017 11:59,"Steelmakers must anticipate automotive electrification, automation: engineering institute ",7799
10/17/2017 11:35,Billet import prices head south in Manila ,7800
10/17/2017 11:19,Trade unions suggest Arvedi will acquire Magona plant ,7801
10/17/2017 11:17,Primetals wins contract for Mexican galv/colour coating line ,7802
10/17/2017 10:30,Spanish scrap market prepares for price increases ,7803
10/17/2017 10:09,Italian scrap prices are seen stable ,7804
10/17/2017 9:03,Taiwan's container scrap market sees wide price range ,7805
10/17/2017 9:01,LatAm Chinese steel imports flatten year-on-year to end-August  ,7806
10/17/2017 8:08,Guangdong relaunches mislabeled steel inspections  ,7807
10/17/2017 7:44,Baowu to sell Xinhua ship breaking arm ,7808
10/17/2017 4:15,Major Chinese steelmakers keep flat steel offers unchanged ,7809
10/17/2017 3:28,Shandong province completes 2017 steel capacity cut targets ,7810
10/16/2017 22:07,US raw steel production rises  ,7811
10/16/2017 18:57,Near-term recovery evades US OCTG  ,7812
10/16/2017 18:20,"US plate prices remain weak, stagnant ",7813
10/16/2017 18:12,US sheet prices dip on buyer caution  ,7814
10/16/2017 17:09,Nucor: Expect US trade remedy despite 232 delay ,7815
10/16/2017 17:05,Steelport Maastricht invites steel sector players to join  ,7816
10/16/2017 16:28,Indian demand to eventually outpace production: Narendran ,7817
10/16/2017 15:49,"Steel, iron ore rise as economic optimism spreads ",7818
10/16/2017 15:48,"Turkish CRC, HDG prices decline ",7819
10/16/2017 15:43,German steelmakers launch new PR campaign for steel ,7820
10/16/2017 15:40,ArcelorMittal Galati supplies plates for bridge in Denmark ,7821
10/16/2017 15:36,Turkey's steel exports increase over January-September  ,7822
10/16/2017 15:32,Turkish crude steel output grows on-year in September ,7823
10/16/2017 15:28,Galvanized steel drives up MMK Metalurji's nine-month sales ,7824
10/16/2017 14:44,Chinese demand growth to zero in 2018 ,7825
10/16/2017 14:03,"Turkish mills reduce domestic, export HRC prices ",7826
10/16/2017 12:00,Vale increases iron ore exports in August ,7827
10/16/2017 10:25,ArcelorMittal Gijon expects end-November approval for coke batteries ,7828
10/16/2017 10:22,China-bound nickel ore carrier sinks off Philippines ,7829
10/16/2017 10:10,BlueScope suffers from expanding gas costs ,7830
10/16/2017 8:56,Heavily-indebted Chonggang's assets go under the hammer ,7831
10/16/2017 8:40,Exports offset weak Japanese steel demand ,7832
10/16/2017 8:38,Ferrous metals top Chinese PPI growth ,7833
10/16/2017 8:16,Wuhan Shunle Stainless releases capacity upgrade info ,7834
10/16/2017 7:46,Hegang Hangang publishes coke capacity replacement scheme ,7835
10/16/2017 7:15,Handan releases 2017 steel capacity cut update  ,7836
10/16/2017 5:46,Chinese steel mill suffers fatal accident over holidays  ,7837
10/16/2017 5:14,Tsingtuo to add new 400 series stainless line   ,7838
10/15/2017 21:18,US Pipe producer Dura-Bond plans layoffs ,7839
10/15/2017 11:53,Iron ore gains after import surge ,7840
10/14/2017 23:37,US rig count falls for second consecutive week ,7841
10/14/2017 7:47,Fujian to add composite steel pipe capacity ,7842
10/14/2017 6:55,Chinese steel mills lift construction steel prices ,7843
10/14/2017 6:36,Jingye's Inner Mongolia subsidiary buys steelmaking quota ,7844
10/13/2017 17:34,Turkish scrap slumps as mills seek lower costs ,7845
10/13/2017 16:45,Vedanta iron ore sales decline in September quarter ,7846
10/13/2017 15:25,voestalpine to use conventional energy up to/beyond 2030  ,7847
10/13/2017 14:49,Rebar price reaches crossroads in Germany ,7848
10/13/2017 14:04,"MMK sees improved Ebitda, expects reduced fourth-quarter sales ",7849
10/13/2017 14:03,Chinese rebar prices increase cautiously ,7850
10/13/2017 13:52,UAE's Embosal commissions LSAW pipe mill ,7851
10/13/2017 13:19,Cognor suspends share offering on inadequate demand ,7852
10/13/2017 13:00,"Chinese auto sector surges, boosting steel imports ",7853
10/13/2017 12:14,Chinese steel exports slump in September ,7854
10/13/2017 12:12,Chinese HRC prices surge but exports quiet ,7855
10/13/2017 12:07,Hyundai lowers bid price for H2 scrap ,7856
10/13/2017 11:59,Plate AD duties make French/Italian stockists less competitive ,7857
10/13/2017 11:29,Pakistan's Amreli to complete rebar expansion in February ,7858
10/13/2017 11:09,Vietnamese HRC import market enters lull ,7859
10/13/2017 11:08,Industrial unrest halts Sidor steel production ,7860
10/13/2017 10:59,French tube market remains becalmed ,7861
10/13/2017 10:12,Construction slump lowers Chilean rebar demand ,7862
10/13/2017 10:05,Admiralty delays start-up of Chilean iron mine ,7863
10/13/2017 9:57,Italian beam prices recover despite tight market ,7864
10/13/2017 9:40,Metinvest chief foresees alternative to EU HRC tariff ,7865
10/13/2017 9:32,"Metinvest focuses on alternative raw materials, capex ",7866
10/13/2017 7:56,Southeast Asian billet market softens amid uncertain direction ,7867
10/12/2017 21:41,"Kardemir's production, sales volumes rise in January-September ",7868
10/12/2017 21:35,"Essar Ports registers first-half growth, steel traffic surges ",7869
10/12/2017 21:19,"Turkish domestic scrap prices rise, following imports ",7870
10/12/2017 20:32,Severstal creates predictive model to manage mill downtime ,7871
10/12/2017 18:22,Liberty inaugurates Hartlepool and Scunthorpe into the group ,7872
10/12/2017 18:07,Bangladeshi cold roller PHP expands to meet demand ,7873
10/12/2017 17:15,"2017 base metal surge unsustainable, says Tsetsonis ",7874
10/12/2017 16:55,UK gov launches lower-carbon Clean Growth Strategy ,7875
10/12/2017 16:27,"German rebar distributors ""... party"", while rebar benders struggle ",7876
10/12/2017 16:17,CIS coil export prices continue to decline ,7877
10/12/2017 16:13,Tata Steel abandons Brahmani pellet plant acquisition ,7878
10/12/2017 16:05,Iron ore barely moves despite steel upturn ,7879
10/12/2017 15:55,ESI slashes rebar following September correction ,7880
10/12/2017 15:21,"Turkish scrap imports stall, market awaits direction ",7881
10/12/2017 14:53,DÃ¼sseldorf region to organise December steel summit  ,7882
10/12/2017 13:56,Construction demand boosts Argentinian September steel output  ,7883
10/12/2017 11:53,Italian scrap falls below â‚¬300/tonne ,7884
10/12/2017 11:41,Steel futures rebound as Tangshan restrictions bite ,7885
10/12/2017 11:38,Shanxi Coking to lose significant winter coke output ,7886
10/12/2017 11:36,Indonesia expects strong steel demand growth to 2025 ,7887
10/12/2017 9:30,Italian merchant bar prices uptick ,7888
10/12/2017 8:45,Peru iron ore production rises again in August ,7889
10/12/2017 8:41,Singapore rebar market flattens on Chinese uncertainties ,7890
10/12/2017 4:47,Kanto Tetsugen scrap export auction prices fall ,7891
10/11/2017 21:19,NMDC iron ore output grows again year-to-date ,7892
10/11/2017 21:00,Tata Steel strengthens position in low-carbon future technology  ,7893
10/11/2017 20:26,UK steel price increases to continue into 2018 ,7894
10/11/2017 19:34,Russia's Abinsk starts up modernised minimill ,7895
10/11/2017 17:41,Turkey's automotive output resumes y-o-y growth in September ,7896
10/11/2017 17:36,Gestamp's German plant acquires new leveller  ,7897
10/11/2017 17:29,GCC DRI producers should hedge against pellet premiums ,7898
10/11/2017 17:16,Turkey's August rebar exports decrease despite Israel surge ,7899
10/11/2017 17:11,Iron ore extends slide despite steady billet ,7900
10/11/2017 15:45,Steel slide continues despite flat Baosteel list price ,7901
10/11/2017 15:42,Mobarakeh Steel raises six-month production ,7902
10/11/2017 15:20,Iranian steel exports seen reaching annual record  ,7903
10/11/2017 14:57,Saudi's Global Pipe Company to double capacity ,7904
10/11/2017 14:29,Aisha Steel orders CR mill from SMS ,7905
10/11/2017 14:25,ASML foresees increased demand after turning profitable ,7906
10/11/2017 14:24,Germanyâ€™s structural steel sector remains optimistic ,7907
10/11/2017 11:45,Italian wire rod prices increase on good demand ,7908
10/11/2017 11:15,Puerto Sur DRI plant/port project plans mid-2018 start ,7909
10/11/2017 10:29,Tonggang demolishes smallest blast furnace ,7910
10/11/2017 10:28,US container scrap offer prices jump in Taiwan ,7911
10/11/2017 10:25,Malaysia imposes provisional stainless CRC duties ,7912
10/11/2017 10:19,Kobe Steel scandal spreads to iron powders ,7913
10/11/2017 10:11,South European coil market activity slows ,7914
10/11/2017 10:04,Mexico cautions US on steel before NAFTA talks  ,7915
10/11/2017 9:15,Vietnam's Formosa plans to double steel capacity ,7916
10/11/2017 8:44,Italian car output declines in August ,7917
10/10/2017 21:34,US mill shipments rise again in August ,7918
10/10/2017 21:17,US raw steel output upticks on-week ,7919
10/10/2017 21:02,French monthly power prices rise on reactor delays ,7920
10/10/2017 20:47,Denbury looks to build Montana CO2 pipeline ,7921
10/10/2017 16:52,Government post-Brexit trade remedies' proposal pleases UK Steel ,7922
10/10/2017 16:28,German online platform offers cut-to-size sheet  ,7923
10/10/2017 16:05,ChelPipe ships maiden pipe to OMV ,7924
10/10/2017 15:16,"EU duties offset by continued sales, says Severstal ",7925
10/10/2017 14:45,Iron ore slumps as China touts tax cuts ,7926
10/10/2017 14:38,Metalloinvest secures financing for Ural Steel modernisation ,7927
10/10/2017 13:05,New duties could boost NLMK La LouviÃ¨re output ,7928
10/10/2017 13:04,Fair steel competition is Saudi 'national cause': Unicoil ,7929
10/10/2017 12:38,Redcar Bulk Terminal wins new handling contracts ,7930
10/10/2017 12:36,Steel slumps as Chinese real estate struggles ,7931
10/10/2017 12:29,Japanese fourth quarter steel output may recover slightly ,7932
10/10/2017 12:25,Zhejiang province makes further steelmaking cuts ,7933
10/10/2017 12:04,Working capital continues to hinder Ezz Steel utilisation ,7934
10/10/2017 11:33,Italian stainless scrap prices decline ,7935
10/10/2017 11:15,French rebar prices stabilise as demand holds up ,7936
10/10/2017 11:04,CSP 2017 slab exports surpass 2 million tonnes ,7937
10/10/2017 11:02,"JSW Steel flats' output rises, longs slumps ",7938
10/10/2017 10:54,Mittal confirms commitment to Ilva ,7939
10/10/2017 10:50,India imposes China-origin wire rod AD duty ,7940
10/10/2017 10:22,ArcelorMittal Mexico to increase sales in 2017 ,7941
10/10/2017 10:15,European flat products' market slows ,7942
10/10/2017 8:53,Mexican vehicle production hits new records in September ,7943
10/9/2017 19:04,US plate pricing approaches market floor ,7944
10/9/2017 18:57,US sheet observers predict little pricing movement ,7945
10/9/2017 17:25,Icdas hikes domestic longs prices as lira weakens ,7946
10/9/2017 17:20,Handelshof Bitterfeld adds processing for sections ,7947
10/9/2017 16:36,"Jindal Steel divests, leases back steelworks' power plants ",7948
10/9/2017 15:44,Poland approves Cognor secondary public offering ,7949
10/9/2017 15:31,Indian exports surpass 1 million tonnes in September ,7950
10/9/2017 15:28,"Spanish scrap market stable, but recovery anticipated ",7951
10/9/2017 15:10,Iron ore sinks on return from China holiday ,7952
10/9/2017 15:07,German service centre E+S installs new slitter ,7953
10/9/2017 15:06,"Turkish scrap rebounds further, market seeks equilibrium ",7954
10/9/2017 14:36,thyssenkrupp names new South America ceo ,7955
10/9/2017 13:19,Chinese steel market hesitates despite restrictions ,7956
10/9/2017 11:47,French construction stabilises in September ,7957
10/9/2017 11:15,Aspire wins coking coal licence ,7958
10/9/2017 11:14,Indonesian galvalume firms celebrate safeguard extension ,7959
10/9/2017 11:12,Philippine steel demand to hit 10mt in 2017 ,7960
10/9/2017 10:52,Colombia's Sidoc opens new long steel plant ,7961
10/9/2017 10:25,Italian crude steel output rises in September ,7962
10/9/2017 10:15,"ArcelorMittal to cut Ilva workforce, unions demonstrate ",7963
10/8/2017 12:56,"Turkish flats' capacity, production to continue rising ",7964
10/8/2017 12:44,Australian authorities forecast lower iron ore/met coal prices  ,7965
10/8/2017 12:16,Digitalisation: Will distributors be the winners or losers?  ,7966
10/8/2017 9:38,Eurofer bemoans use of fixed duties by EC ,7967
10/8/2017 8:59,KIOCL sees pellet production soar in first half ,7968
10/8/2017 8:30,Iron ore ends quiet week quietly ,7969
10/6/2017 21:41,US construction employment reaches new high ,7970
10/6/2017 21:37,US finds against Canada in aircraft dumping case  ,7971
10/6/2017 21:32,USW answers North American trade deal critics  ,7972
10/6/2017 19:26,"US, Canadian rig counts both fall 4  ",7973
10/6/2017 19:12,US OCTG players await first quarter turnaround  ,7974
10/6/2017 17:27,Worldwide oil/gas rig count falls in September ,7975
10/6/2017 16:42,Tenova bags Vietnamese colour coat line upgrade contract ,7976
10/6/2017 15:10,Bilstein officially opens US cold-rolling plant ,7977
10/6/2017 14:41,Berlin to host November global steel capacity summit ,7978
10/6/2017 13:08,Brazil`s automotive sector continues to recover in September ,7979
10/6/2017 12:26,Spain`s Minas de Alquife set to restart operations ,7980
10/6/2017 11:35,Brazil`s Vetorial considers revising Aceros Paraguay deal ,7981
10/6/2017 11:31,Southeast Asian billet import market slips amid uncertainty ,7982
10/6/2017 11:19,EU sets HRC anti-dumping duties on four countries ,7983
10/6/2017 10:57,"Italian pig iron/billet markets quieten, prices fall ",7984
10/6/2017 10:34,Eramet fully acquires Chinese high-speed steel processor ,7985
10/6/2017 9:57,Ternium foresees second-half flat products' growth for LatAm ,7986
10/6/2017 9:12,Nissan vehicle production soars in August ,7987
10/6/2017 8:07,Vietnamese HRC market awaits China's return ,7988
10/5/2017 22:03,TransCanada cans major Canadian pipeline projects ,7989
10/5/2017 21:43,Steel rollmaker makes $4.4m inroad into aluminum  ,7990
10/5/2017 21:20,US House passes $4.1 trillion Trump budget  ,7991
10/5/2017 21:03,Iron ore remains steady as Pilbara shipments strengthen ,7992
10/5/2017 20:32,US plate prices to remain dormant - for now ,7993
10/5/2017 20:08,Zekelman places Z Modular facility in Birmingham  ,7994
10/5/2017 18:31,Tokyo Gas promises competitive power prices to industry ,7995
10/5/2017 18:08,Antwerp port launches import project for car recycling  ,7996
10/5/2017 17:48,US line pipe prices rise in September  ,7997
10/5/2017 17:23,Tata Steel raises first-half production and sales ,7998
10/5/2017 16:08,Turkish scrap quotes rise after deals sink further ,7999
10/5/2017 15:29,Ferrexpo sees 9-month pellet production fall ,8000
10/5/2017 15:21,EU HDG import options to remain limited: sources ,8001
10/5/2017 15:08,Commodity plate price moves little in NW Europe  ,8002
10/5/2017 14:47,ArcelorMittal Kryvyi Rih lands EBRD loan for development ,8003
10/5/2017 14:14,"TMK GIPI sells record 100,000t to local market ",8004
10/5/2017 13:54,"Middle East seen producing more flats, using scrap ",8005
10/5/2017 11:33,Argentina`s vehicle production set to recover in 2017 ,8006
10/5/2017 11:04,Italian scrap prices weaken ,8007
